2022-02-05 17:32:54,542 | DEBUG | logger:27 | Logging to file C:\Users\sheep\Desktop\SnakeGo\Res\res-0381251882\judger.log is successfully enabled
2022-02-05 17:32:54,571 | INFO | judger:323 | Judger server is running at ('127.0.0.1', 55244), ('::1', 55244, 0, 0)
2022-02-05 17:32:56,148 | INFO | judger:204 | A new AI is connected
2022-02-05 17:32:56,148 | INFO | judger:166 | Attached to AI[id=0] reader
2022-02-05 17:32:56,148 | INFO | judger:189 | Attached to AI[id=0] writer
2022-02-05 17:32:57,387 | INFO | judger:204 | A new AI is connected
2022-02-05 17:32:57,387 | INFO | judger:137 | The number of players is sufficient. LINK START!
2022-02-05 17:32:57,391 | INFO | judger:166 | Attached to AI[id=1] reader
2022-02-05 17:32:57,392 | INFO | judger:189 | Attached to AI[id=1] writer
2022-02-05 17:32:57,392 | INFO | judger:113 | Attached to logic stdin
2022-02-05 17:32:57,392 | DEBUG | judger:116 | Send data to logic: b'\x00\x00\x00\x88{"player_list": [1, 1], "player_num": 2, "config": {}, "replay": "C:\\\\Users\\\\sheep\\\\Desktop\\\\SnakeGo\\\\Res\\\\res-0381251882\\\\replay.json"}'
2022-02-05 17:32:57,393 | DEBUG | judger:119 | Send complete
2022-02-05 17:32:57,393 | INFO | judger:81 | Attached to logic stdout
2022-02-05 17:32:57,393 | INFO | judger:93 | Attached to Logic stderr
2022-02-05 17:32:57,393 | DEBUG | judger:97 | Logic stderr will also be logged into file: C:\Users\sheep\Desktop\SnakeGo\Res\res-0381251882\logic_stderr.txt
2022-02-05 17:32:57,752 | DEBUG | judger:87 | Logic is sending 5 bytes of data to target 0: b'\x10\x10\x02\x00\x00'
2022-02-05 17:32:57,752 | DEBUG | judger:87 | Logic is sending 5 bytes of data to target 1: b'\x10\x10\x02\x00\x01'
2022-02-05 17:32:57,752 | INFO | judger:299 | Directly forwarding data to AI 0
2022-02-05 17:32:57,752 | INFO | judger:299 | Directly forwarding data to AI 1
2022-02-05 17:32:57,752 | DEBUG | judger:87 | Logic is sending 920 bytes of data to target 0: b'\x10\x00\x83\x06\x08\x02\x00\x08\x02\x00\x08\x06\x02\x00\n\x02\x00\x06\x07\x00\x00\x11\x00\x02\x08\t\x00\x00\x12\x00\x03\x07\x08\x00\x00\x13\x00\x04\x08\x05\x00\x00\x18\x00\x03\x07\x06\x00\x00!\x00\x05\n\x07\x00\x00%\x00\x05\t\n\x00\x00+\x00\x04\x05\t\x00\x000\x00\x05\x06\t\x00\x008\x00\x04\x06\x0b\x02\x00=\x02\x00\n\x0b\x00\x00B\x00\x04\x07\x05\x00\x00C\x00\x05\x04\n\x00\x00D\x00\x01\x04\x08\x00\x00I\x00\x01\x05\x03\x00\x00J\x00\x01\x03\t\x02\x00L\x02\x00\x07\x07\x00\x00N\x00\x02\x0b\x04\x00\x00T\x00\x05\x06\x05\x00\x00Y\x00\x04\x03\x05\x00\x00[\x00\x03\x05\x04\x00\x00c\x00\x05\x03\n\x00\x00d\x00\x04\x01\x02\x02\x00p\x02\x00\r\x01\x00\x00s\x00\x01\t\x08\x00\x00~\x00\x04\x0c\x00\x00\x00\x81\x00\x01\n\x05\x00\x00\x84\x00\x01\x06\r\x00\x00\x86\x00\x02\x02\x0e\x02\x00\x8a\x02\x00\x05\x00\x00\x00\x8d\x00\x04\x07\x03\x00\x00\x8e\x00\x05\x0e\n\x00\x00\x90\x00\x05\x02\x02\x02\x00\x91\x02\x00\r\x03\x00\x00\x92\x00\x02\t\x07\x00\x00\x98\x00\x01\x0c\x02\x00\x00\xa5\x00\x02\x01\x02\x00\x00\xa6\x00\x01\x03\x07\x00\x00\xa9\x00\x02\x04\x0f\x02\x00\xad\x02\x00\x01\x00\x00\x00\xae\x00\x01\x00\r\x02\x00\xb1\x02\x00\x0e\x04\x02\x00\xb5\x02\x00\x00\t\x00\x00\xba\x00\x05\t\x01\x02\x00\xc0\x02\x00\x00\x0e\x00\x00\xc6\x00\x03\x08\x08\x00\x00\xca\x00\x03\r\x0c\x00\x00\xd0\x00\x04\x07\x02\x02\x00\xda\x02\x00\x0f\n\x02\x00\xdb\x02\x00\x05\x06\x02\x00\xde\x02\x00\t\x00\x00\x00\xe1\x00\x04\x00\x0b\x00\x00\xe7\x00\x01\x03\x0e\x02\x00\xec\x02\x00\x0f\x04\x00\x00\xed\x00\x05\x04\x03\x00\x00\xf0\x00\x04\x0f\x05\x00\x00\xf2\x00\x02\x08\x00\x00\x00\xf3\x00\x02\x0e\x07\x00\x00\xf8\x00\x05\n\x02\x00\x00\xfd\x00\x01\x02\x00\x00\x01\x02\x00\x02\x06\t\x02\x01\x04\x02\x00\x08\x0c\x00\x01\t\x00\x01\x07\x07\x00\x01\x0b\x00\x01\r\x07\x00\x01\x10\x00\x02\x07\x0e\x00\x01\x11\x00\x04\x07\x06\x00\x01\x13\x00\x02\x0c\x0e\x02\x01\x19\x02\x00\x0c\x04\x00\x01\x1a\x00\x02\x03\x02\x00\x01\x1f\x00\x04\n\x07\x02\x01&\x02\x00\x08\x05\x02\x01*\x02\x00\x0b\x07\x00\x01+\x00\x02\x03\x0c\x02\x010\x02\x00\x08\x0b\x00\x011\x00\x03\t\x0f\x00\x013\x00\x05\x07\x01\x02\x014\x02\x00\x02\x05\x02\x015\x02\x00\x0f\x06\x00\x017\x00\x02\x0e\x03\x02\x018\x02\x00\x05\r\x00\x01@\x00\x02\x0f\x07\x02\x01D\x02\x00\x06\t\x02\x01E\x02\x00\r\r\x00\x01K\x00\x02\x0f\n\x02\x01L\x02\x00\x02\x07\x00\x01M\x00\x05\n\x02\x02\x01V\x02\x00\x06\t\x00\x01X\x00\x04\x02\r\x02\x01[\x02\x00\x04\x08\x02\x01^\x02\x00\x04\x04\x00\x01_\x00\x01\x0e\x04\x00\x01f\x00\x04\n\x02\x00\x01i\x00\x05\x01\x06\x02\x01j\x02\x00\x08\x0e\x00\x01k\x00\x03\x0e\x0c\x00\x01p\x00\x02\x04\x03\x00\x01q\x00\x01\x03\x0c\x00\x01x\x00\x04\x00\x04\x02\x01}\x02\x00\x03\x03\x02\x01~\x02\x00\x03\x04\x00\x01\x86\x00\x04\x02\r\x02\x01\x8a\x02\x00\x0e\x06\x02\x01\x8c\x02\x00\x02\x0e\x02\x01\x8f\x02\x00\x0b\n\x00\x01\x99\x00\x02\x0c\n\x02\x01\xaa\x02\x00\x05\x03\x02\x01\xaf\x02\x00\x04\x0c\x00\x01\xb0\x00\x03\t\x03\x02\x01\xb1\x02\x00\x0e\x05\x00\x01\xb4\x00\x05\x0c\x00\x00\x01\xb9\x00\x03\t\x06\x00\x01\xba\x00\x03\x07\x03\x02\x01\xbb\x02\x00\x02\x06\x02\x01\xc6\x02\x00\x03\x08\x02\x01\xc9\x02\x00\x04\x04\x00\x01\xd0\x00\x05\x0c\x03\x00\x01\xd2\x00\x05\r\t\x00\x01\xd5\x00\x05\t\x08\x00\x01\xd9\x00\x01\t\x07\x02\x01\xdd\x02\x00\x04\x0c\x00\x01\xe2\x00\x05\x02\x0c\x02\x01\xe4\x02\x00\x0f\n\x00\x01\xe6\x00\x03\x0c\x08\x02\x01\xec\x02\x00\x0b\n\x02\x01\xed\x02\x00\x0f\x0c\x00\x01\xf5\x00\x02\x06\x0b\x02\x01\xf8\x02\x00\x03\x04\x02\x01\xfd\x02\x00\x0e\x03\x00\x01\xfe\x00\x03\x06\x06\x00\x02\x00\x00\x05'
